label,message,clean_email
ham,Not course. Only maths one day one chapter with in one month we can finish.,course math day chapter month finish
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow not think common ur freak u chop
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win   wkly shopping spree txt shop   tscs wwwtxtshopcom custcare   xpwk
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo thing need stress life fair
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u secret admirer look   contact ufind rreveal think ur specialcall stopsmsppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",mila age blonde new uk look sex uk guy u like fun text mtalk    pptxt st free   increment help
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ill swing bit get thing care firsg
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),want wish happy new year want talk legal advice gary split person ill trip ptbo hope good babe love ya
ham,Have you not finished work yet or something?,finish work
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow go theatre    come u    tell come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,england official poly ringtone colour flag yer mobile text tone flag   optout txt eng stop box wwx
ham,Right it wasnt you who phoned it was someone with a number like yours!,right not phone number like
ham,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b angry msg u aft come home tonight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,good time nice bit different weekend change ya soon
ham,Yo sorry was in the shower sup,yo sorry shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos pick ill swing usf little bit
ham,Full heat pa:-) i have applyed oil pa.,heat pa apply oil pa
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,m stuck da middle da row da right hand da lt
ham,Have you laid your airtel line to rest?,lay airtel line rest
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi u decide wot     bday ill prob jus voucher frm virgin sumfe
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt    claim reward   hour talk time use phone subscribegbpmnth inc hrs   stoptxtstop
ham,\Hey j! r u feeling any better,hey j r u feel well
ham,And I don't plan on staying the night but I prolly won't be back til late,not plan stay night prolly will not til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx   puttin da fone
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need th m campus atm pick hour
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den shld go today gee nvm la kaiez dun mind goin jazz oso scar hiphop open not catch
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,run manage   minute need oxygen resort roller option
ham,We live in the next  &lt;#&gt; mins,live   ltgt min
ham,Y de asking like this.,y de ask like
ham,Just glad to be talking to you.,glad talk
ham,Wat time Ì_ finish?,wat time   finish
ham,Sorry da. I gone mad so many pending works what to do.,sorry da go mad pende work
ham,How much you got for cleaning,get clean
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,s favourite person today r u workin hard not sleep nite nearly ring u
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshine quiz win super sony dvd recorder canname capital australia text mquiz   b
ham,ÌÏ called dad oredi...,  call dad oredi
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,good think send pix love
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm m go wear sport shoe m go late leh
ham,"Sorry, I'll call later In meeting.",sorry ill later meeting
ham,THIS IS A LONG FUCKIN SHOWR,long fuckin showr
ham,"Received, understood n acted upon!",receive understand n act
ham,They finally came to fix the ceiling.,finally come fix ceiling
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",u need presnt bcz u not mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove get not mis
ham,Jus finish blowing my hair. U finish dinner already?,jus finish blow hair u finish dinner
ham,I'm on the bus. Love you,m bus love
ham,Lol ... I knew that .... I saw him in the dollar store,lol   know   see dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,customer service representative     ampm win guarantee   cash   prize
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,todays voda number end   select receive   reward match   quote claim code   standard rate apply
ham,Only saturday and sunday holiday so its very difficult:),saturday sunday holiday difficult
ham,Everybody had fun this evening. Miss you.,everybody fun evening miss
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",get hella gas money want grand nature adventure galileo little bit
ham,"I'm in a meeting, call me later at",m meeting later
ham,Oh wow thats gay. Will firmware update help,oh wow s gay firmware update help
ham,These won't do. Have to move on to morphine,will not morphine
ham,How come i din c Ì_... Yup i cut my hair...,come din c   yup cut hair
ham,K k pa Had your lunch aha.,k k pa lunch aha
ham,Oh ho. Is this the first time u use these type of words,oh ho time u use type word
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain tvhe drunken
ham,Of course. I guess god's just got me on hold right now.,course guess god get hold right
ham,Do you hide anythiing or keeping distance from me,hide anythiing keep distance
ham,Havent.,not
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,rip mobile content wwwclubmobycom   polytruepixringtonesgame download
ham,Sorry i din lock my keypad.,sorry din lock keypad
ham,Did u got that persons story,u get person story
ham,Are you planning to come chennai?,plan come chennai
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,try contact reply offer video phone   anytime network min half price line rental camcorder reply
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god create gap btwn ur finger dat sum vry special fill gap hold ur hand plz not ask y create gap leg
ham,We are okay. Going to sleep now. Later,okay go sleep later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",protect ethreat sib ask sensitive information like passwordsatmsm pin email share password anybody
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",finally happen aftr decade beer cheap petrol goverment expect drink    not drive
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,  xmas reward wait computer randomly pick loyal mobile customer receive   reward  
ham,Where r e meeting tmr?,r e meeting tmr
ham,Lol yes. But it will add some spice to your day.,lol yes add spice day
ham,Hope you are having a great day.,hope have great day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,prasanth ettans mother pass away night pray family
ham,"K, I'll work something out",k ill work
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private   account statement show   unredeemed s m point   identifier code   expire
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,message great doctor india   drink appy fizz contain cancer cause age
ham,I cant pick the phone right now. Pls send a message,not pick phone right pls send message
ham,You call him and tell now infront of them. Call him now.,tell infront
ham,Ok no prob...,ok prob
ham,Ladies first and genus second k .,lady genus second k
ham,No. Yes please. Been swimming?,yes swim
ham,Mum not going robinson already.,mum go robinson
ham,Ok set let u noe e details later...,ok set let u noe e detail later
ham,Not..tel software name..,nottel software
ham,I send the print  outs da.,send print   out da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,m realy soz imat mum nite moro
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",bear god say oh idiot bear
ham,"I didnt get ur full msg..sometext is missing, send it again",not ur msgsometext miss send
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably m gas cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",customer service announcement recently try delivery unable   reschedule ref
